2025-12-15_17-20-41,0,Main.java:2025-12-15_17-20-41
2025-12-15_17-36-38,0,Main.java:2025-12-15_17-36-38
2025-12-15_17-37-25,0,Main.java:2025-12-15_17-37-25
2025-12-15_17-38-09,0,Main.java:2025-12-15_17-38-09
2025-12-15_17-38-50,0,Main.java:2025-12-15_17-38-50
2025-12-15_17-40-28,0,Main.java:2025-12-15_17-40-28
2025-12-15_17-40-36,0,Main.java:2025-12-15_17-40-36
2025-12-15_17-41-34,0,Main.java:2025-12-15_17-41-34
2025-12-15_17-44-26,0,Main.java:2025-12-15_17-44-26
2025-12-15_17-44-54,0,Main.java:2025-12-15_17-44-54
2025-12-15_17-46-11,0,Main.java:2025-12-15_17-46-11
2025-12-15_17-46-29,0,Main.java:2025-12-15_17-46-29
2025-12-15_17-47-50,0,Main.java:2025-12-15_17-47-50
2025-12-15_17-48-09,0,Main.java:2025-12-15_17-48-09
2025-12-15_17-48-20,0,Main.java:2025-12-15_17-48-20
2025-12-15_17-49-24,0,Main.java:2025-12-15_17-49-24
2025-12-15_17-49-29,0,Main.java:2025-12-15_17-49-29
2025-12-15_17-49-48,0,Main.java:2025-12-15_17-49-48
2025-12-15_17-50-03,0,Main.java:2025-12-15_17-50-03
2025-12-15_17-50-31,0,Main.java:2025-12-15_17-50-31
2025-12-15_17-51-05,0,Main.java:2025-12-15_17-50-31
2025-12-15_17-51-40,0,Main.java:2025-12-15_17-51-40
2025-12-15_17-51-52,0,Main.java:2025-12-15_17-51-40
2025-12-15_17-52-44,0,Main.java:2025-12-15_17-52-44
2025-12-15_17-53-04,0,Main.java:2025-12-15_17-53-04
2025-12-15_17-53-11,0,Main.java:2025-12-15_17-53-11
2025-12-15_17-53-44,0,Main.java:2025-12-15_17-53-44
2025-12-15_17-54-09,0,Main.java:2025-12-15_17-54-09
2025-12-15_17-54-24,0,Main.java:2025-12-15_17-54-24
2025-12-15_17-55-48,0,Main.java:2025-12-15_17-55-48
2025-12-15_17-56-06,0,Main.java:2025-12-15_17-55-48
2025-12-15_17-56-38,0,Main.java:2025-12-15_17-56-38
2025-12-15_17-56-59,0,Main.java:2025-12-15_17-56-59
2025-12-15_17-57-04,0,Main.java:2025-12-15_17-57-04
2025-12-15_17-57-21,0,Main.java:2025-12-15_17-57-21
2025-12-15_18-00-33,0,Main.java:2025-12-15_18-00-33
2025-12-15_18-01-01,0,Main.java:2025-12-15_18-01-01
2025-12-15_18-01-43,0,Main.java:2025-12-15_18-01-43
2025-12-15_18-02-19,0,Main.java:2025-12-15_18-02-19
2025-12-15_18-02-35,0,Main.java:2025-12-15_18-02-35
2025-12-15_18-04-59,0,Main.java:2025-12-15_18-04-59
2025-12-15_18-05-28,0,Main.java:2025-12-15_18-05-28
2025-12-15_18-06-45,0,Main.java:2025-12-15_18-06-45
2025-12-15_18-07-57,0,Main.java:2025-12-15_18-07-57
2025-12-15_18-10-09,0,Main.java:2025-12-15_18-07-57
2025-12-15_18-10-35,0,Main.java:2025-12-15_18-10-35
2025-12-15_18-10-46,0,Main.java:2025-12-15_18-10-46
2025-12-15_18-12-50,0,Main.java:2025-12-15_18-12-50
2025-12-15_18-13-02,0,Main.java:2025-12-15_18-13-02
2025-12-15_18-13-41,0,Main.java:2025-12-15_18-13-41
2025-12-15_18-13-47,0,Main.java:2025-12-15_18-13-47
2025-12-15_18-13-55,0,Main.java:2025-12-15_18-13-55
2025-12-15_18-16-16,0,Main.java:2025-12-15_18-16-16
2025-12-15_18-16-29,0,Main.java:2025-12-15_18-16-29
2025-12-15_18-17-19,0,Main.java:2025-12-15_18-17-19
2025-12-15_18-25-24,0,Main.java:2025-12-15_18-25-24
2025-12-15_18-25-44,0,Main.java:2025-12-15_18-25-44
2025-12-15_18-26-06,0,Main.java:2025-12-15_18-26-06
2025-12-15_18-29-12,0,Main.java:2025-12-15_18-29-12
2025-12-15_18-29-35,---,Main.java:2025-12-15_18-29-12
